year,party,support
1975,1,0
1975,2,0.043
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0
1975,8,0.452
1975,9,0.505
1975,10,0
1975,11,0
1975,12,0
1979,1,0.049
1979,2,0.021
1979,3,0
1979,4,0
1979,5,0
1979,6,0
1979,7,0
1979,8,0.417
1979,9,0.514
1979,10,0
1979,11,0
1979,12,0
1983,1,0.042
1983,2,0.018
1983,3,0
1983,4,0
1983,5,0
1983,6,0
1983,7,0
1983,8,0.476
1983,9,0.464
1983,10,0
1983,11,0
1983,12,0
1987,1,0.087
1987,2,0
1987,3,0
1987,4,0
1987,5,0
1987,6,0
1987,7,0
1987,8,0.435
1987,9,0.478
1987,10,0
1987,11,0
1987,12,0
1991,1,0.01
1991,2,0.01
1991,3,0.077
1991,4,0
1991,5,0
1991,6,0
1991,7,0
1991,8,0.274
1991,9,0.476
1991,10,0.154
1991,11,0
1991,12,0
1995,1,0.054
1995,2,0.089
1995,3,0.012
1995,4,0
1995,5,0
1995,6,0
1995,7,0
1995,8,0.155
1995,9,0.548
1995,10,0.143
1995,11,0
1995,12,0
1999,1,0.086
1999,2,0.086
1999,3,0.058
1999,4,0
1999,5,0
1999,6,0
1999,7,0
1999,8,0.18
1999,9,0.475
1999,10,0.115
1999,11,0
1999,12,0
2003,1,0
2003,2,0.375
2003,3,0.042
2003,4,0
2003,5,0
2003,6,0
2003,7,0
2003,8,0.01
2003,9,0.563
2003,10,0
2003,11,0.01
2003,12,0
2007,1,0.008
2007,2,0.308
2007,3,0.217
2007,4,0
2007,5,0
2007,6,0
2007,7,0
2007,8,0
2007,9,0.467
2007,10,0
2007,11,0
2007,12,0
2011,1,0
2011,2,0.167
2011,3,0.077
2011,4,0
2011,5,0
2011,6,0
2011,7,0.131
2011,8,0.006
2011,9,0.464
2011,10,0.018
2011,11,0.137
2011,12,0
2015,1,0.005
2015,2,0.205
2015,3,0.046
2015,4,0
2015,5,0
2015,6,0
2015,7,0.01
2015,8,0.046
2015,9,0.431
2015,10,0.108
2015,11,0.149
2015,12,0
