year,party,support
1975,1,0.015
1975,2,0.039
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0.008
1975,8,0.412
1975,9,0.526
1975,10,0
1975,11,0
1975,12,0
1979,1,0.025
1979,2,0.036
1979,3,0
1979,4,0
1979,5,0
1979,6,0
1979,7,0.001
1979,8,0.457
1979,9,0.481
1979,10,0
1979,11,0
1979,12,0
1983,1,0.048
1983,2,0.035
1983,3,0
1983,4,0
1983,5,0
1983,6,0
1983,7,0.003
1983,8,0.458
1983,9,0.449
1983,10,0
1983,11,0
1983,12,0.007
1987,1,0.062
1987,2,0.03
1987,3,0
1987,4,0
1987,5,0
1987,6,0
1987,7,0.002
1987,8,0.445
1987,9,0.431
1987,10,0
1987,11,0
1987,12,0.029
1991,1,0
1991,2,0.049
1991,3,0.061
1991,4,0
1991,5,0
1991,6,0
1991,7,0.006
1991,8,0.469
1991,9,0.399
1991,10,0
1991,11,0
1991,12,0.016
1995,1,0.006
1995,2,0.069
1995,3,0.06
1995,4,0
1995,5,0
1995,6,0
1995,7,0.002
1995,8,0.353
1995,9,0.37
1995,10,0
1995,11,0.123
1995,12,0.016
1999,1,0
1999,2,0.059
1999,3,0.057
1999,4,0
1999,5,0
1999,6,0
1999,7,0.014
1999,8,0.291
1999,9,0.318
1999,10,0
1999,11,0.247
1999,12,0.014
2003,1,0
2003,2,0.06
2003,3,0.062
2003,4,0.003
2003,5,0
2003,6,0
2003,7,0.017
2003,8,0.279
2003,9,0.339
2003,10,0
2003,11,0.237
2003,12,0.003
2007,1,0
2007,2,0.054
2007,3,0.06
2007,4,0.005
2007,5,0
2007,6,0
2007,7,0.007
2007,8,0.273
2007,9,0.326
2007,10,0
2007,11,0.275
2007,12,0
2011,1,0
2011,2,0.064
2011,3,0.056
2011,4,0.005
2011,5,0.055
2011,6,0.021
2011,7,0.005
2011,8,0.247
2011,9,0.262
2011,10,0
2011,11,0.283
2011,12,0.002
2015,1,0
2015,2,0.069
2015,3,0.045
2015,4,0.004
2015,5,0.037
2015,6,0.019
2015,7,0.006
2015,8,0.245
2015,9,0.245
2015,10,0
2015,11,0.328
2015,12,0.001
