year,party,support
1975,1,0.002
1975,2,0.031
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0.017
1975,8,0.754
1975,9,0.124
1975,10,0
1975,11,0
1975,12,0.073
1979,1,0
1979,2,0.064
1979,3,0
1979,4,0.022
1979,5,0
1979,6,0
1979,7,0.029
1979,8,0.724
1979,9,0.161
1979,10,0
1979,11,0
1979,12,0
1983,1,0.019
1983,2,0.058
1983,3,0
1983,4,0
1983,5,0
1983,6,0
1983,7,0.053
1983,8,0.627
1983,9,0.229
1983,10,0
1983,11,0.014
1983,12,0
1987,1,0.036
1987,2,0.038
1987,3,0
1987,4,0.006
1987,5,0
1987,6,0
1987,7,0.049
1987,8,0.602
1987,9,0.197
1987,10,0
1987,11,0
1987,12,0.073
1991,1,0
1991,2,0.057
1991,3,0.033
1991,4,0
1991,5,0
1991,6,0
1991,7,0.044
1991,8,0.518
1991,9,0.17
1991,10,0
1991,11,0
1991,12,0.178
1995,1,0
1995,2,0.076
1995,3,0.035
1995,4,0.018
1995,5,0
1995,6,0
1995,7,0.083
1995,8,0.452
1995,9,0.114
1995,10,0
1995,11,0.094
1995,12,0.127
1999,1,0
1999,2,0.083
1999,3,0.031
1999,4,0.011
1999,5,0
1999,6,0
1999,7,0.022
1999,8,0.319
1999,9,0.154
1999,10,0
1999,11,0.346
1999,12,0.034
2003,1,0
2003,2,0.097
2003,3,0.047
2003,4,0.017
2003,5,0
2003,6,0
2003,7,0.011
2003,8,0.271
2003,9,0.125
2003,10,0
2003,11,0.409
2003,12,0.023
2007,1,0
2007,2,0.067
2007,3,0.058
2007,4,0.026
2007,5,0.023
2007,6,0
2007,7,0.006
2007,8,0.238
2007,9,0.116
2007,10,0
2007,11,0.451
2007,12,0.015
2011,1,0
2011,2,0.073
2011,3,0.04
2011,4,0.022
2011,5,0.063
2011,6,0.038
2011,7,0
2011,8,0.241
2011,9,0.135
2011,10,0
2011,11,0.382
2011,12,0.006
2015,1,0
2015,2,0.067
2015,3,0.036
2015,4,0.019
2015,5,0.045
2015,6,0.049
2015,7,0.016
2015,8,0.173
2015,9,0.156
2015,10,0
2015,11,0.434
2015,12,0.006
