year,party,support
1975,1,0.042
1975,2,0.284
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0.193
1975,8,0
1975,9,0.481
1975,10,0
1975,11,0
1975,12,0
1979,1,0.03
1979,2,0.243
1979,3,0
1979,4,0.082
1979,5,0
1979,6,0
1979,7,0.008
1979,8,0
1979,9,0.241
1979,10,0
1979,11,0.396
1979,12,0
1983,1,0.026
1983,2,0.234
1983,3,0
1983,4,0
1983,5,0
1983,6,0
1983,7,0.073
1983,8,0.038
1983,9,0.241
1983,10,0
1983,11,0.388
1983,12,0
1987,1,0
1987,2,0.298
1987,3,0
1987,4,0
1987,5,0
1987,6,0
1987,7,0
1987,8,0
1987,9,0.32
1987,10,0
1987,11,0.351
1987,12,0.03
1991,1,0.043
1991,2,0.281
1991,3,0
1991,4,0
1991,5,0
1991,6,0
1991,7,0
1991,8,0
1991,9,0.242
1991,10,0
1991,11,0.259
1991,12,0.175
1995,1,0
1995,2,0.378
1995,3,0
1995,4,0
1995,5,0
1995,6,0
1995,7,0.022
1995,8,0
1995,9,0.275
1995,10,0
1995,11,0.232
1995,12,0.093
1999,1,0
1999,2,0.31
1999,3,0
1999,4,0
1999,5,0
1999,6,0
1999,7,0
1999,8,0
1999,9,0.402
1999,10,0
1999,11,0.288
1999,12,0
2003,1,0
2003,2,0.329
2003,3,0
2003,4,0
2003,5,0
2003,6,0
2003,7,0
2003,8,0.011
2003,9,0.253
2003,10,0
2003,11,0.407
2003,12,0
2007,1,0
2007,2,0.328
2007,3,0
2007,4,0
2007,5,0
2007,6,0
2007,7,0
2007,8,0
2007,9,0.251
2007,10,0
2007,11,0.421
2007,12,0
2011,1,0
2011,2,0.31
2011,3,0
2011,4,0
2011,5,0
2011,6,0
2011,7,0.036
2011,8,0.056
2011,9,0.135
2011,10,0
2011,11,0.436
2011,12,0.026
2015,1,0
2015,2,0.292
2015,3,0.027
2015,4,0
2015,5,0
2015,6,0
2015,7,0.032
2015,8,0
2015,9,0.155
2015,10,0
2015,11,0.439
2015,12,0.056
