year,party,support
1975,1,0
1975,2,0.01
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0
1975,8,0.986
1975,9,0.003
1975,10,0
1975,11,0
1975,12,0
1979,1,0
1979,2,0.008
1979,3,0
1979,4,0
1979,5,0
1979,6,0
1979,7,0.013
1979,8,0.807
1979,9,0.172
1979,10,0
1979,11,0
1979,12,0
1983,1,0
1983,2,0.019
1983,3,0
1983,4,0
1983,5,0
1983,6,0
1983,7,0.002
1983,8,0.909
1983,9,0.07
1983,10,0
1983,11,0
1983,12,0
1987,1,0
1987,2,0.038
1987,3,0.008
1987,4,0
1987,5,0
1987,6,0
1987,7,0
1987,8,0.903
1987,9,0.05
1987,10,0
1987,11,0
1987,12,0
1991,1,0
1991,2,0.06
1991,3,0.007
1991,4,0
1991,5,0
1991,6,0
1991,7,0
1991,8,0.895
1991,9,0.037
1991,10,0
1991,11,0
1991,12,0
1995,1,0.002
1995,2,0.049
1995,3,0.001
1995,4,0
1995,5,0
1995,6,0
1995,7,0
1995,8,0.828
1995,9,0.12
1995,10,0
1995,11,0
1995,12,0
1999,1,0
1999,2,0.03
1999,3,0.004
1999,4,0
1999,5,0
1999,6,0
1999,7,0
1999,8,0.795
1999,9,0.132
1999,10,0
1999,11,0.039
1999,12,0
2003,1,0
2003,2,0.052
2003,3,0.003
2003,4,0
2003,5,0
2003,6,0
2003,7,0
2003,8,0.816
2003,9,0.075
2003,10,0
2003,11,0.054
2003,12,0
2007,1,0
2007,2,0.032
2007,3,0.012
2007,4,0
2007,5,0
2007,6,0
2007,7,0.004
2007,8,0.641
2007,9,0.241
2007,10,0
2007,11,0.071
2007,12,0
2011,1,0
2011,2,0.033
2011,3,0.022
2011,4,0
2011,5,0
2011,6,0.015
2011,7,0.001
2011,8,0.714
2011,9,0.087
2011,10,0
2011,11,0.128
2011,12,0
2015,1,0
2015,2,0.019
2015,3,0.017
2015,4,0
2015,5,0
2015,6,0
2015,7,0.001
2015,8,0.788
2015,9,0.057
2015,10,0
2015,11,0.118
2015,12,0
