year,party,support
1975,1,0
1975,2,0.063
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0
1975,8,0.726
1975,9,0.212
1975,10,0
1975,11,0
1975,12,0
1979,1,0.078
1979,2,0.075
1979,3,0
1979,4,0
1979,5,0
1979,6,0
1979,7,0.003
1979,8,0.608
1979,9,0.235
1979,10,0
1979,11,0
1979,12,0
1983,1,0.099
1983,2,0.043
1983,3,0
1983,4,0
1983,5,0
1983,6,0
1983,7,0
1983,8,0.575
1983,9,0.283
1983,10,0
1983,11,0
1983,12,0
1987,1,0.086
1987,2,0.04
1987,3,0
1987,4,0
1987,5,0
1987,6,0
1987,7,0.034
1987,8,0.405
1987,9,0.377
1987,10,0
1987,11,0
1987,12,0.059
1991,1,0
1991,2,0.109
1991,3,0.097
1991,4,0
1991,5,0
1991,6,0
1991,7,0
1991,8,0.336
1991,9,0.459
1991,10,0
1991,11,0
1991,12,0
1995,1,0.016
1995,2,0.065
1995,3,0.028
1995,4,0
1995,5,0
1995,6,0
1995,7,0.001
1995,8,0.432
1995,9,0.215
1995,10,0
1995,11,0.209
1995,12,0.032
1999,1,0
1999,2,0.026
1999,3,0.044
1999,4,0
1999,5,0
1999,6,0
1999,7,0.076
1999,8,0.232
1999,9,0.239
1999,10,0
1999,11,0.379
1999,12,0.003
2003,1,0
2003,2,0.088
2003,3,0.163
2003,4,0
2003,5,0
2003,6,0
2003,7,0.022
2003,8,0.155
2003,9,0.161
2003,10,0
2003,11,0.411
2003,12,0.002
2007,1,0
2007,2,0.091
2007,3,0.095
2007,4,0.009
2007,5,0
2007,6,0
2007,7,0
2007,8,0.259
2007,9,0.136
2007,10,0
2007,11,0.409
2007,12,0
2011,1,0
2011,2,0.055
2011,3,0.106
2011,4,0.002
2011,5,0.099
2011,6,0.007
2011,7,0
2011,8,0.204
2011,9,0.141
2011,10,0
2011,11,0.367
2011,12,0.018
2015,1,0
2015,2,0.129
2015,3,0.064
2015,4,0.007
2015,5,0.056
2015,6,0.005
2015,7,0.006
2015,8,0.205
2015,9,0.105
2015,10,0
2015,11,0.405
2015,12,0.017
