year,party,support
1975,1,0
1975,2,0.003
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0.003
1975,8,0.018
1975,9,0.157
1975,10,0
1975,11,0.819
1975,12,0
1979,1,0
1979,2,0.065
1979,3,0
1979,4,0
1979,5,0
1979,6,0
1979,7,0
1979,8,0
1979,9,0.137
1979,10,0
1979,11,0.799
1979,12,0
1983,1,0
1983,2,0.111
1983,3,0
1983,4,0
1983,5,0
1983,6,0
1983,7,0
1983,8,0.007
1983,9,0.067
1983,10,0
1983,11,0.815
1983,12,0
1987,1,0.007
1987,2,0.122
1987,3,0
1987,4,0
1987,5,0
1987,6,0
1987,7,0.032
1987,8,0
1987,9,0.1
1987,10,0
1987,11,0.739
1987,12,0
1991,1,0.026
1991,2,0.181
1991,3,0
1991,4,0
1991,5,0
1991,6,0
1991,7,0.002
1991,8,0.002
1991,9,0.089
1991,10,0
1991,11,0.7
1991,12,0
1995,1,0
1995,2,0.202
1995,3,0
1995,4,0
1995,5,0
1995,6,0
1995,7,0.015
1995,8,0.049
1995,9,0.081
1995,10,0
1995,11,0.654
1995,12,0
1999,1,0
1999,2,0.28
1999,3,0
1999,4,0
1999,5,0
1999,6,0
1999,7,0.048
1999,8,0.034
1999,9,0.084
1999,10,0
1999,11,0.555
1999,12,0
2003,1,0
2003,2,0.167
2003,3,0
2003,4,0
2003,5,0
2003,6,0
2003,7,0
2003,8,0.055
2003,9,0.067
2003,10,0
2003,11,0.635
2003,12,0.076
2007,1,0
2007,2,0.164
2007,3,0
2007,4,0
2007,5,0
2007,6,0
2007,7,0
2007,8,0.093
2007,9,0.126
2007,10,0
2007,11,0.542
2007,12,0.074
2011,1,0
2011,2,0.062
2011,3,0.059
2011,4,0
2011,5,0.059
2011,6,0.588
2011,7,0
2011,8,0.074
2011,9,0.096
2011,10,0
2011,11,0.028
2011,12,0.034
2015,1,0
2015,2,0.115
2015,3,0
2015,4,0
2015,5,0.142
2015,6,0.382
2015,7,0.003
2015,8,0.073
2015,9,0.121
2015,10,0
2015,11,0.164
2015,12,0
