year,party,support
1975,1,0.013
1975,2,0.087
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0.217
1975,8,0.436
1975,9,0.095
1975,10,0
1975,11,0.151
1975,12,0
1979,1,0
1979,2,0
1979,3,0
1979,4,0
1979,5,0
1979,6,0
1979,7,0.253
1979,8,0.432
1979,9,0.315
1979,10,0
1979,11,0
1979,12,0
1983,1,0
1983,2,0.051
1983,3,0
1983,4,0
1983,5,0
1983,6,0
1983,7,0.243
1983,8,0.438
1983,9,0.242
1983,10,0
1983,11,0.027
1983,12,0
1987,1,0
1987,2,0.127
1987,3,0
1987,4,0
1987,5,0
1987,6,0
1987,7,0.152
1987,8,0.446
1987,9,0.275
1987,10,0
1987,11,0
1987,12,0
1991,1,0
1991,2,0.328
1991,3,0
1991,4,0
1991,5,0
1991,6,0
1991,7,0
1991,8,0.465
1991,9,0.207
1991,10,0
1991,11,0
1991,12,0
1995,1,0
1995,2,0.301
1995,3,0
1995,4,0
1995,5,0
1995,6,0
1995,7,0
1995,8,0.468
1995,9,0.23
1995,10,0
1995,11,0
1995,12,0
1999,1,0
1999,2,0.386
1999,3,0
1999,4,0
1999,5,0
1999,6,0
1999,7,0
1999,8,0.422
1999,9,0.133
1999,10,0
1999,11,0.059
1999,12,0
2003,1,0
2003,2,0.412
2003,3,0
2003,4,0
2003,5,0
2003,6,0
2003,7,0
2003,8,0.333
2003,9,0.135
2003,10,0
2003,11,0.105
2003,12,0.014
2007,1,0
2007,2,0.367
2007,3,0
2007,4,0
2007,5,0
2007,6,0
2007,7,0.23
2007,8,0.166
2007,9,0.106
2007,10,0
2007,11,0.131
2007,12,0
2011,1,0
2011,2,0.325
2011,3,0.24
2011,4,0
2011,5,0
2011,6,0
2011,7,0
2011,8,0.268
2011,9,0.045
2011,10,0
2011,11,0.122
2011,12,0
2015,1,0.058
2015,2,0.189
2015,3,0.115
2015,4,0
2015,5,0
2015,6,0
2015,7,0.122
2015,8,0.185
2015,9,0.189
2015,10,0
2015,11,0.143
2015,12,0
