year,party,support
1975,1,0
1975,2,0.015
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0.025
1975,8,0.287
1975,9,0.673
1975,10,0
1975,11,0
1975,12,0
1979,1,0
1979,2,0.094
1979,3,0
1979,4,0
1979,5,0
1979,6,0
1979,7,0.054
1979,8,0.34
1979,9,0.513
1979,10,0
1979,11,0
1979,12,0
1983,1,0
1983,2,0.003
1983,3,0
1983,4,0
1983,5,0
1983,6,0
1983,7,0.007
1983,8,0.341
1983,9,0.649
1983,10,0
1983,11,0
1983,12,0
1987,1,0
1987,2,0.014
1987,3,0
1987,4,0
1987,5,0
1987,6,0
1987,7,0.01
1987,8,0.256
1987,9,0.72
1987,10,0
1987,11,0
1987,12,0
1991,1,0
1991,2,0.005
1991,3,0
1991,4,0
1991,5,0
1991,6,0
1991,7,0
1991,8,0.264
1991,9,0.73
1991,10,0
1991,11,0
1991,12,0
1995,1,0
1995,2,0.034
1995,3,0
1995,4,0
1995,5,0
1995,6,0
1995,7,0
1995,8,0.295
1995,9,0.671
1995,10,0
1995,11,0
1995,12,0
1999,1,0
1999,2,0.024
1999,3,0.015
1999,4,0
1999,5,0
1999,6,0
1999,7,0
1999,8,0.255
1999,9,0.653
1999,10,0
1999,11,0.053
1999,12,0
2003,1,0
2003,2,0.066
2003,3,0.022
2003,4,0
2003,5,0
2003,6,0
2003,7,0
2003,8,0.202
2003,9,0.618
2003,10,0
2003,11,0.091
2003,12,0
2007,1,0
2007,2,0.111
2007,3,0
2007,4,0
2007,5,0
2007,6,0
2007,7,0.029
2007,8,0.274
2007,9,0.435
2007,10,0
2007,11,0.151
2007,12,0
2011,1,0
2011,2,0.109
2011,3,0.025
2011,4,0
2011,5,0
2011,6,0
2011,7,0.01
2011,8,0.256
2011,9,0.417
2011,10,0
2011,11,0.184
2011,12,0
2015,1,0
2015,2,0.072
2015,3,0.006
2015,4,0
2015,5,0
2015,6,0
2015,7,0.024
2015,8,0.222
2015,9,0.532
2015,10,0
2015,11,0.145
2015,12,0
