year,party,support
1975,1,0.014
1975,2,0.29
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0.064
1975,8,0.313
1975,9,0.268
1975,10,0
1975,11,0.049
1975,12,0.001
1979,1,0
1979,2,0
1979,3,0
1979,4,0
1979,5,0
1979,6,0
1979,7,0.337
1979,8,0.323
1979,9,0.34
1979,10,0
1979,11,0
1979,12,0
1983,1,0
1983,2,0.299
1983,3,0
1983,4,0
1983,5,0
1983,6,0
1983,7,0.213
1983,8,0.164
1983,9,0.32
1983,10,0
1983,11,0.004
1983,12,0
1987,1,0
1987,2,0.324
1987,3,0
1987,4,0
1987,5,0
1987,6,0
1987,7,0.009
1987,8,0.276
1987,9,0.391
1987,10,0
1987,11,0
1987,12,0
1991,1,0
1991,2,0.303
1991,3,0
1991,4,0
1991,5,0
1991,6,0
1991,7,0
1991,8,0.263
1991,9,0.434
1991,10,0
1991,11,0
1991,12,0
1995,1,0
1995,2,0.333
1995,3,0
1995,4,0
1995,5,0
1995,6,0
1995,7,0
1995,8,0.317
1995,9,0.351
1995,10,0
1995,11,0
1995,12,0
1999,1,0
1999,2,0.38
1999,3,0
1999,4,0
1999,5,0
1999,6,0
1999,7,0
1999,8,0.284
1999,9,0.29
1999,10,0
1999,11,0.046
1999,12,0
2003,1,0
2003,2,0.423
2003,3,0
2003,4,0
2003,5,0
2003,6,0
2003,7,0
2003,8,0.311
2003,9,0.201
2003,10,0
2003,11,0.047
2003,12,0.017
2007,1,0
2007,2,0.662
2007,3,0
2007,4,0
2007,5,0
2007,6,0
2007,7,0.022
2007,8,0.16
2007,9,0.079
2007,10,0
2007,11,0.078
2007,12,0
2011,1,0
2011,2,0.553
2011,3,0.082
2011,4,0
2011,5,0
2011,6,0
2011,7,0
2011,8,0.233
2011,9,0.057
2011,10,0
2011,11,0.075
2011,12,0
2015,1,0.019
2015,2,0.501
2015,3,0.037
2015,4,0
2015,5,0
2015,6,0
2015,7,0.021
2015,8,0.242
2015,9,0.099
2015,10,0
2015,11,0.081
2015,12,0
