year,party,support
1975,1,0
1975,2,0.057
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0
1975,8,0.899
1975,9,0.031
1975,10,0
1975,11,0.013
1975,12,0
1979,1,0
1979,2,0.052
1979,3,0
1979,4,0
1979,5,0
1979,6,0
1979,7,0
1979,8,0.862
1979,9,0.086
1979,10,0
1979,11,0
1979,12,0
1983,1,0
1983,2,0.1
1983,3,0
1983,4,0
1983,5,0
1983,6,0
1983,7,0
1983,8,0.78
1983,9,0.081
1983,10,0
1983,11,0.039
1983,12,0
1987,1,0
1987,2,0.063
1987,3,0
1987,4,0
1987,5,0
1987,6,0
1987,7,0.074
1987,8,0.67
1987,9,0.089
1987,10,0
1987,11,0.047
1987,12,0.056
1991,1,0
1991,2,0.075
1991,3,0
1991,4,0
1991,5,0
1991,6,0
1991,7,0.128
1991,8,0.541
1991,9,0.233
1991,10,0
1991,11,0.024
1991,12,0
1995,1,0
1995,2,0.133
1995,3,0
1995,4,0
1995,5,0
1995,6,0
1995,7,0.02
1995,8,0.396
1995,9,0.116
1995,10,0
1995,11,0.205
1995,12,0.13
1999,1,0
1999,2,0.121
1999,3,0
1999,4,0
1999,5,0
1999,6,0
1999,7,0.048
1999,8,0.345
1999,9,0.062
1999,10,0
1999,11,0.424
1999,12,0
2003,1,0
2003,2,0.115
2003,3,0
2003,4,0
2003,5,0
2003,6,0
2003,7,0
2003,8,0.294
2003,9,0.082
2003,10,0
2003,11,0.509
2003,12,0
2007,1,0
2007,2,0.079
2007,3,0.011
2007,4,0.018
2007,5,0
2007,6,0
2007,7,0
2007,8,0.252
2007,9,0.115
2007,10,0
2007,11,0.526
2007,12,0
2011,1,0
2011,2,0.067
2011,3,0.049
2011,4,0.012
2011,5,0
2011,6,0.021
2011,7,0.012
2011,8,0.221
2011,9,0.088
2011,10,0
2011,11,0.531
2011,12,0
2015,1,0
2015,2,0.063
2015,3,0.005
2015,4,0
2015,5,0.026
2015,6,0
2015,7,0
2015,8,0.157
2015,9,0.177
2015,10,0
2015,11,0.573
2015,12,0
