year,party,support
1975,1,0.03
1975,2,0.419
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0.138
1975,8,0
1975,9,0.413
1975,10,0
1975,11,0
1975,12,0
1979,1,0.037
1979,2,0.319
1979,3,0
1979,4,0.048
1979,5,0
1979,6,0
1979,7,0
1979,8,0
1979,9,0.222
1979,10,0
1979,11,0.374
1979,12,0
1983,1,0.013
1983,2,0.298
1983,3,0
1983,4,0
1983,5,0
1983,6,0
1983,7,0.06
1983,8,0.022
1983,9,0.206
1983,10,0
1983,11,0.401
1983,12,0
1987,1,0
1987,2,0.329
1987,3,0
1987,4,0
1987,5,0
1987,6,0
1987,7,0
1987,8,0
1987,9,0.34
1987,10,0
1987,11,0.289
1987,12,0.043
1991,1,0.033
1991,2,0.258
1991,3,0
1991,4,0
1991,5,0
1991,6,0
1991,7,0
1991,8,0
1991,9,0.322
1991,10,0
1991,11,0.233
1991,12,0.154
1995,1,0
1995,2,0.264
1995,3,0
1995,4,0
1995,5,0
1995,6,0
1995,7,0.004
1995,8,0
1995,9,0.23
1995,10,0
1995,11,0.414
1995,12,0.087
1999,1,0
1999,2,0.142
1999,3,0
1999,4,0
1999,5,0
1999,6,0
1999,7,0
1999,8,0
1999,9,0.214
1999,10,0
1999,11,0.644
1999,12,0
2003,1,0
2003,2,0.27
2003,3,0
2003,4,0
2003,5,0
2003,6,0
2003,7,0
2003,8,0.016
2003,9,0.317
2003,10,0
2003,11,0.397
2003,12,0
2007,1,0
2007,2,0.228
2007,3,0
2007,4,0
2007,5,0
2007,6,0
2007,7,0
2007,8,0
2007,9,0.212
2007,10,0
2007,11,0.56
2007,12,0
2011,1,0
2011,2,0.237
2011,3,0
2011,4,0
2011,5,0
2011,6,0
2011,7,0.015
2011,8,0.028
2011,9,0.069
2011,10,0
2011,11,0.622
2011,12,0.029
2015,1,0
2015,2,0.201
2015,3,0.041
2015,4,0
2015,5,0
2015,6,0
2015,7,0.028
2015,8,0
2015,9,0.074
2015,10,0
2015,11,0.624
2015,12,0.032
