year,party,support
1975,1,0.015
1975,2,0.131
1975,3,0
1975,4,0
1975,5,0
1975,6,0
1975,7,0.302
1975,8,0.469
1975,9,0.005
1975,10,0
1975,11,0.059
1975,12,0.019
1979,1,0
1979,2,0
1979,3,0
1979,4,0
1979,5,0
1979,6,0
1979,7,0.516
1979,8,0.411
1979,9,0.072
1979,10,0
1979,11,0
1979,12,0
1983,1,0
1983,2,0.201
1983,3,0
1983,4,0
1983,5,0
1983,6,0
1983,7,0.503
1983,8,0.166
1983,9,0.091
1983,10,0
1983,11,0.039
1983,12,0
1987,1,0
1987,2,0.352
1987,3,0
1987,4,0
1987,5,0
1987,6,0
1987,7,0.124
1987,8,0.407
1987,9,0.117
1987,10,0
1987,11,0
1987,12,0
1991,1,0
1991,2,0.586
1991,3,0
1991,4,0
1991,5,0
1991,6,0
1991,7,0
1991,8,0.291
1991,9,0.123
1991,10,0
1991,11,0
1991,12,0
1995,1,0
1995,2,0.522
1995,3,0
1995,4,0
1995,5,0
1995,6,0
1995,7,0
1995,8,0.396
1995,9,0.082
1995,10,0
1995,11,0
1995,12,0
1999,1,0
1999,2,0.517
1999,3,0
1999,4,0
1999,5,0
1999,6,0
1999,7,0
1999,8,0.328
1999,9,0.095
1999,10,0
1999,11,0.06
1999,12,0
2003,1,0
2003,2,0.534
2003,3,0
2003,4,0
2003,5,0
2003,6,0
2003,7,0
2003,8,0.34
2003,9,0.044
2003,10,0
2003,11,0.059
2003,12,0.023
2007,1,0
2007,2,0.56
2007,3,0
2007,4,0
2007,5,0
2007,6,0
2007,7,0.178
2007,8,0.125
2007,9,0.056
2007,10,0
2007,11,0.081
2007,12,0
2011,1,0
2011,2,0.523
2011,3,0.106
2011,4,0
2011,5,0
2011,6,0
2011,7,0
2011,8,0.263
2011,9,0.028
2011,10,0
2011,11,0.08
2011,12,0
2015,1,0.114
2015,2,0.3
2015,3,0.129
2015,4,0
2015,5,0
2015,6,0
2015,7,0.101
2015,8,0.181
2015,9,0.099
2015,10,0
2015,11,0.075
2015,12,0
