CODE_ISO;AREA_HA;X_MIN;X_MAX;Y_MIN;Y_MAX;X_CNTR;Y_CNTR;Z_MIN;Z_MAX;Z_AVG;Z_MED;E_MIN;E_MAX;N_MIN;N_MAX;E_CNTR;N_CNTR
CH;4129079;485411;833841;75270;295934;659600;201300;192;4631;1306;1079;2485411;2833841;1075270;1295934;2659600;1201300
