year,support,municipality,canton,party
1995,0.333,747,BE,11
1999,0.305,747,BE,2
2003,0.407,747,BE,2
2007,0.391,747,BE,11
2011,0.404,747,BE,11
2015,0.413,747,BE,11
1975,0.535,3962,GR,11
1979,0.395,3962,GR,11
1983,0.54,3962,GR,11
1987,0.56,3962,GR,11
1991,0.467,3962,GR,11
1995,0.35,3962,GR,9
1999,0.382,3962,GR,11
2003,0.441,3962,GR,11
2007,0.391,3962,GR,11
2011,0.35,3962,GR,11
2015,0.364,3962,GR,11
1975,0.313,4125,AG,2
1979,0.34,4125,AG,2
1983,0.322,4125,AG,11
1987,0.292,4125,AG,9
1991,0.262,4125,AG,11
1995,0.276,4125,AG,11
1999,0.368,4125,AG,11
2003,0.397,4125,AG,11
2007,0.375,4125,AG,11
2011,0.376,4125,AG,11
2015,0.405,4125,AG,11
1975,0.312,4114,AG,9
1979,0.408,4114,AG,9
1983,0.433,4114,AG,9
1987,0.359,4114,AG,9
1991,0.27,4114,AG,9
1995,0.248,4114,AG,9
1999,0.382,4114,AG,11
2003,0.409,4114,AG,11
2007,0.376,4114,AG,11
2011,0.418,4114,AG,11
2015,0.406,4114,AG,11
1999,0.445,4546,TG,11
2003,0.583,4546,TG,11
2007,0.541,4546,TG,11
2011,0.507,4546,TG,11
2015,0.493,4546,TG,11
1975,0.471,226,ZH,11
1979,0.443,226,ZH,11
1983,0.435,226,ZH,11
1987,0.45,226,ZH,11
1991,0.454,226,ZH,11
1995,0.474,226,ZH,11
1999,0.492,226,ZH,11
2003,0.471,226,ZH,11
2007,0.496,226,ZH,11
2011,0.39,226,ZH,11
2015,0.469,226,ZH,11
1975,0.981,3104,AI,8
1979,0.974,3104,AI,8
1983,0.941,3104,AI,8
1987,0.982,3104,AI,8
1991,0.997,3104,AI,8
1995,0.768,3104,AI,8
1999,0.648,3104,AI,8
2003,0.737,3104,AI,8
2007,0.83,3104,AI,8
2011,0.804,3104,AI,8
2015,0.865,3104,AI,8
1975,0.318,98,ZH,11
1979,0.418,98,ZH,11
1983,0.374,98,ZH,11
1987,0.356,98,ZH,11
1991,0.365,98,ZH,11
1995,0.41,98,ZH,11
1999,0.469,98,ZH,11
2003,0.484,98,ZH,11
2007,0.398,98,ZH,11
2011,0.366,98,ZH,11
2015,0.442,98,ZH,11
1975,0.604,2952,SH,9
1979,0.423,2952,SH,11
1983,0.403,2952,SH,11
1987,0.372,2952,SH,9
1991,0.356,2952,SH,11
1995,0.349,2952,SH,9
1999,0.424,2952,SH,9
2003,0.419,2952,SH,11
2007,0.509,2952,SH,11
2011,0.522,2952,SH,11
2015,0.463,2952,SH,11
1975,0.659,1100,LU,9
1979,0.64,1100,LU,9
1983,0.594,1100,LU,9
1987,0.55,1100,LU,9
1991,0.52,1100,LU,9
1995,0.464,1100,LU,9
1999,0.429,1100,LU,9
2003,0.448,1100,LU,9
2007,0.39,1100,LU,9
2011,0.323,1100,LU,9
2015,0.349,1100,LU,9
1975,0.333,247,ZH,2
1979,0.37,247,ZH,2
1983,0.328,247,ZH,2
1987,0.268,247,ZH,2
1991,0.234,247,ZH,2
1995,0.273,247,ZH,11
1999,0.384,247,ZH,11
2003,0.385,247,ZH,11
2007,0.408,247,ZH,11
2011,0.331,247,ZH,11
2015,0.324,247,ZH,11
1975,0.55,4142,AG,11
1979,0.575,4142,AG,11
1983,0.534,4142,AG,11
1987,0.531,4142,AG,11
1991,0.443,4142,AG,11
1995,0.439,4142,AG,11
1999,0.556,4142,AG,11
2003,0.577,4142,AG,11
2007,0.549,4142,AG,11
2011,0.542,4142,AG,11
2015,0.629,4142,AG,11
1975,0.688,624,BE,11
1979,0.643,624,BE,11
1983,0.568,624,BE,11
1987,0.524,624,BE,11
1991,0.454,624,BE,11
1995,0.488,624,BE,11
1999,0.433,624,BE,11
2003,0.449,624,BE,11
2007,0.464,624,BE,11
2011,0.32,624,BE,11
2015,0.388,624,BE,11
1975,0.835,3582,GR,8
1979,0.732,3582,GR,8
1983,0.629,3582,GR,8
1987,0.504,3582,GR,8
1991,0.464,3582,GR,8
1995,0.459,3582,GR,8
1999,0.521,3582,GR,8
2003,0.517,3582,GR,8
2007,0.36,3582,GR,8
2011,0.324,3582,GR,8
2015,0.435,3582,GR,8
1975,0.517,3338,SG,8
1979,0.536,3338,SG,8
1983,0.527,3338,SG,8
1987,0.444,3338,SG,8
1991,0.455,3338,SG,8
1995,0.353,3338,SG,8
1999,0.318,3338,SG,11
2003,0.338,3338,SG,11
2007,0.369,3338,SG,11
2011,0.324,3338,SG,11
2015,0.345,3338,SG,11
1975,0.563,4143,AG,11
1979,0.602,4143,AG,11
1983,0.558,4143,AG,11
1987,0.499,4143,AG,11
1991,0.424,4143,AG,11
1995,0.416,4143,AG,11
1999,0.56,4143,AG,11
2003,0.565,4143,AG,11
2007,0.525,4143,AG,11
2011,0.493,4143,AG,11
2015,0.6,4143,AG,11
1975,0.757,2305,FR,8
1979,0.559,2305,FR,8
1983,0.467,2305,FR,8
1987,0.427,2305,FR,8
1991,0.342,2305,FR,8
1995,0.39,2305,FR,8
1999,0.245,2305,FR,2
2003,0.259,2305,FR,7
2007,0.236,2305,FR,8
2011,0.234,2305,FR,2
2015,0.269,2305,FR,11
1975,0.895,3514,GR,8
1979,0.617,3514,GR,8
1983,0.846,3514,GR,8
1987,0.797,3514,GR,8
1991,0.73,3514,GR,8
1995,0.609,3514,GR,8
1999,0.501,3514,GR,8
2003,0.391,3514,GR,8
2007,0.411,3514,GR,11
2011,0.311,3514,GR,8
2015,0.346,3514,GR,11
1975,0.62,4318,AG,8
1979,0.643,4318,AG,8
1983,0.524,4318,AG,8
1987,0.463,4318,AG,8
1991,0.348,4318,AG,8
1995,0.304,4318,AG,8
1999,0.328,4318,AG,8
2003,0.34,4318,AG,11
2007,0.377,4318,AG,11
2011,0.391,4318,AG,11
2015,0.447,4318,AG,11
1975,0.714,2461,SO,9
1979,0.695,2461,SO,9
1983,0.739,2461,SO,9
1987,0.684,2461,SO,9
1991,0.653,2461,SO,9
1995,0.442,2461,SO,9
1999,0.542,2461,SO,9
2003,0.458,2461,SO,9
2007,0.378,2461,SO,9
2011,0.277,2461,SO,9
2015,0.318,2461,SO,9
1975,0.221,99,ZH,11
1979,0.33,99,ZH,11
1983,0.266,99,ZH,9
1987,0.218,99,ZH,9
1991,0.252,99,ZH,11
1995,0.354,99,ZH,11
1999,0.438,99,ZH,11
2003,0.406,99,ZH,11
2007,0.429,99,ZH,11
2011,0.429,99,ZH,11
2015,0.427,99,ZH,11
1975,0.301,4144,AG,2
1979,0.289,4144,AG,2
1983,0.274,4144,AG,2
1987,0.286,4144,AG,11
1991,0.292,4144,AG,11
1995,0.293,4144,AG,11
1999,0.376,4144,AG,11
2003,0.36,4144,AG,11
2007,0.375,4144,AG,11
2011,0.393,4144,AG,11
2015,0.423,4144,AG,11
1975,0.388,140,ZH,11
1979,0.455,140,ZH,11
1983,0.365,140,ZH,11
1987,0.394,140,ZH,11
1991,0.444,140,ZH,11
1995,0.412,140,ZH,11
1999,0.481,140,ZH,11
2003,0.497,140,ZH,11
2007,0.498,140,ZH,11
2011,0.41,140,ZH,11
2015,0.465,140,ZH,11
1975,0.249,2774,BL,8
1979,0.299,2774,BL,9
1983,0.267,2774,BL,9
1987,0.226,2774,BL,11
1991,0.241,2774,BL,9
1995,0.251,2774,BL,9
1999,0.256,2774,BL,9
2003,0.287,2774,BL,11
2007,0.336,2774,BL,11
2011,0.283,2774,BL,11
2015,0.335,2774,BL,11
1975,0.696,3003,AR,9
1983,0.552,3003,AR,9
1991,0.454,3003,AR,9
1995,0.415,3003,AR,11
1999,0.547,3003,AR,11
2003,0.528,3003,AR,11
2007,0.779,3003,AR,9
2011,0.506,3003,AR,11
2015,0.609,3003,AR,11
1975,0.441,2583,SO,9
1979,0.432,2583,SO,9
1983,0.393,2583,SO,9
1987,0.438,2583,SO,9
1991,0.352,2583,SO,9
1995,0.256,2583,SO,9
1999,0.319,2583,SO,11
2003,0.296,2583,SO,11
2007,0.373,2583,SO,11
2011,0.285,2583,SO,11
2015,0.32,2583,SO,11
1975,0.89,1041,LU,8
1979,0.812,1041,LU,8
1983,0.805,1041,LU,8
1987,0.698,1041,LU,8
1991,0.746,1041,LU,8
1995,0.562,1041,LU,8
1999,0.454,1041,LU,8
2003,0.406,1041,LU,8
2007,0.38,1041,LU,11
2011,0.423,1041,LU,11
2015,0.415,1041,LU,11
1975,0.522,4756,TG,11
1979,0.563,4756,TG,11
1983,0.464,4756,TG,11
1987,0.435,4756,TG,11
1991,0.425,4756,TG,11
1995,0.462,4756,TG,11
1999,0.514,4756,TG,11
2003,0.551,4756,TG,11
2007,0.563,4756,TG,11
2011,0.523,4756,TG,11
2015,0.529,4756,TG,11
1975,0.729,1143,LU,8
1979,0.682,1143,LU,8
1983,0.667,1143,LU,8
1987,0.603,1143,LU,8
1991,0.607,1143,LU,8
1995,0.537,1143,LU,8
1999,0.47,1143,LU,8
2003,0.435,1143,LU,8
2007,0.434,1143,LU,8
2011,0.375,1143,LU,8
2015,0.353,1143,LU,11
1975,0.686,1346,SZ,2
1979,0.552,1346,SZ,2
1983,0.39,1346,SZ,8
1987,0.275,1346,SZ,9
1991,0.329,1346,SZ,2
1995,0.304,1346,SZ,2
1999,0.325,1346,SZ,11
2003,0.483,1346,SZ,11
2007,0.505,1346,SZ,11
2011,0.447,1346,SZ,11
2015,0.509,1346,SZ,11
1975,0.585,4259,AG,8
1979,0.592,4259,AG,8
1983,0.498,4259,AG,8
1987,0.434,4259,AG,8
1991,0.383,4259,AG,8
1995,0.301,4259,AG,8
1999,0.441,4259,AG,11
2003,0.402,4259,AG,11
2007,0.421,4259,AG,11
2011,0.382,4259,AG,11
2015,0.502,4259,AG,11
1975,0.55,311,BE,11
1979,0.54,311,BE,11
1983,0.49,311,BE,11
1987,0.476,311,BE,11
1991,0.433,311,BE,11
1995,0.391,311,BE,11
1999,0.38,311,BE,11
2003,0.355,311,BE,11
2007,0.379,311,BE,11
2011,0.315,311,BE,11
2015,0.349,311,BE,11
1975,0.743,1008,LU,8
1979,0.766,1008,LU,8
1983,0.732,1008,LU,8
1987,0.687,1008,LU,8
1991,0.687,1008,LU,8
1995,0.558,1008,LU,8
1999,0.559,1008,LU,8
2003,0.491,1008,LU,8
2007,0.463,1008,LU,8
2011,0.397,1008,LU,8
2015,0.344,1008,LU,11
1975,0.45,4176,AG,8
1979,0.411,4176,AG,8
1983,0.44,4176,AG,8
1987,0.379,4176,AG,8
1991,0.336,4176,AG,8
1995,0.266,4176,AG,11
1999,0.455,4176,AG,11
2003,0.434,4176,AG,11
2007,0.57,4176,AG,11
2011,0.559,4176,AG,11
2015,0.561,4176,AG,11
1975,0.489,748,BE,11
1979,0.613,748,BE,11
1983,0.42,748,BE,11
1987,0.393,748,BE,11
1991,0.343,748,BE,11
1995,0.325,748,BE,11
1999,0.28,748,BE,2
2003,0.356,748,BE,11
2007,0.443,748,BE,11
2011,0.41,748,BE,11
2015,0.504,748,BE,11
1975,0.528,592,BE,11
1979,0.576,592,BE,11
1983,0.502,592,BE,11
1987,0.312,592,BE,11
1991,0.377,592,BE,11
1995,0.451,592,BE,11
1999,0.398,592,BE,11
2003,0.344,592,BE,11
2007,0.287,592,BE,11
2011,0.247,592,BE,11
2015,0.342,592,BE,11
1975,0.543,1066,LU,9
1979,0.554,1066,LU,9
1983,0.54,1066,LU,9
1987,0.554,1066,LU,9
1991,0.505,1066,LU,9
1995,0.442,1066,LU,9
1999,0.45,1066,LU,9
2003,0.332,1066,LU,9
2007,0.338,1066,LU,9
2011,0.334,1066,LU,11
2015,0.344,1066,LU,11
1975,0.488,855,BE,11
1979,0.511,855,BE,11
1983,0.439,855,BE,11
1987,0.427,855,BE,11
1991,0.396,855,BE,11
1995,0.373,855,BE,11
1999,0.369,855,BE,11
2003,0.409,855,BE,11
2007,0.449,855,BE,11
2011,0.357,855,BE,11
2015,0.392,855,BE,11
1975,0.516,341,BE,11
1979,0.515,341,BE,11
1983,0.501,341,BE,11
1987,0.41,341,BE,11
1991,0.425,341,BE,11
1995,0.452,341,BE,11
1999,0.458,341,BE,11
2003,0.491,341,BE,11
2007,0.536,341,BE,11
2011,0.445,341,BE,11
2015,0.581,341,BE,11
1975,0.514,3004,AR,9
1983,0.351,3004,AR,2
1991,0.362,3004,AR,7
1995,0.461,3004,AR,11
1999,0.511,3004,AR,11
2003,0.574,3004,AR,11
2007,0.734,3004,AR,9
2011,0.484,3004,AR,11
2015,0.615,3004,AR,11
1975,0.992,3105,AI,8
1979,0.934,3105,AI,8
1983,0.969,3105,AI,8
1987,0.905,3105,AI,8
1991,0.984,3105,AI,8
1995,0.876,3105,AI,8
1999,0.744,3105,AI,8
2003,0.683,3105,AI,8
2007,0.81,3105,AI,8
2011,0.784,3105,AI,8
2015,0.806,3105,AI,8
1975,0.558,937,BE,11
1979,0.603,937,BE,11
1983,0.556,937,BE,11
1987,0.446,937,BE,11
1991,0.398,937,BE,11
1995,0.411,937,BE,11
1999,0.405,937,BE,11
2003,0.522,937,BE,11
2007,0.591,937,BE,11
2011,0.537,937,BE,11
2015,0.623,937,BE,11
1975,0.204,197,ZH,7
1979,0.234,197,ZH,9
1983,0.23,197,ZH,9
1987,0.23,197,ZH,9
1991,0.199,197,ZH,11
1995,0.238,197,ZH,2
1999,0.309,197,ZH,11
2003,0.321,197,ZH,11
2007,0.344,197,ZH,11
2011,0.26,197,ZH,11
2015,0.3,197,ZH,11
1975,0.454,1372,SZ,8
1979,0.487,1372,SZ,8
1983,0.436,1372,SZ,8
1987,0.371,1372,SZ,8
1991,0.387,1372,SZ,9
1995,0.347,1372,SZ,9
1999,0.322,1372,SZ,11
2003,0.391,1372,SZ,11
2007,0.399,1372,SZ,11
2011,0.34,1372,SZ,11
2015,0.357,1372,SZ,11
1975,0.417,3762,GR,11
1979,0.453,3762,GR,11
1983,0.325,3762,GR,2
1987,0.322,3762,GR,9
1991,0.397,3762,GR,9
1995,0.408,3762,GR,11
1999,0.336,3762,GR,11
2003,0.386,3762,GR,11
2007,0.495,3762,GR,11
2011,0.386,3762,GR,6
2015,0.253,3762,GR,11
1975,0.621,988,BE,11
1979,0.641,988,BE,11
1983,0.618,988,BE,11
1987,0.579,988,BE,11
1991,0.539,988,BE,11
1995,0.542,988,BE,11
1999,0.492,988,BE,11
2003,0.417,988,BE,11
2007,0.49,988,BE,11
2011,0.332,988,BE,11
2015,0.386,988,BE,11
1975,0.594,312,BE,11
1979,0.64,312,BE,11
1983,0.61,312,BE,11
1987,0.624,312,BE,11
1991,0.55,312,BE,11
1995,0.443,312,BE,11
1999,0.418,312,BE,11
2003,0.442,312,BE,11
2007,0.448,312,BE,11
2011,0.38,312,BE,11
2015,0.449,312,BE,11
1975,0.807,1214,UR,9
1979,0.498,1214,UR,9
1983,0.926,1214,UR,9
1987,0.908,1214,UR,9
1991,0.917,1214,UR,9
1995,0.892,1214,UR,9
1999,0.78,1214,UR,9
2003,0.569,1214,UR,11
2007,0.911,1214,UR,9
2011,0.767,1214,UR,9
2015,0.469,1214,UR,11
1975,0.262,119,ZH,11
1979,0.282,119,ZH,11
1983,0.26,119,ZH,11
1987,0.232,119,ZH,11
1991,0.277,119,ZH,11
1995,0.287,119,ZH,11
1999,0.314,119,ZH,11
2003,0.337,119,ZH,11
2007,0.331,119,ZH,11
2011,0.328,119,ZH,11
2015,0.335,119,ZH,11
1975,0.88,709,BE,11
1979,0.709,709,BE,11
1983,0.854,709,BE,11
1987,0.982,709,BE,11
1991,0.683,709,BE,11
1995,0.572,709,BE,11
1999,0.502,709,BE,11
2003,0.523,709,BE,11
2007,0.512,709,BE,11
2011,0.5,709,BE,11
2015,0.591,709,BE,11
1975,0.908,1215,UR,9
1979,0.566,1215,UR,9
1983,0.935,1215,UR,9
1987,0.853,1215,UR,9
1991,0.943,1215,UR,9
1995,0.778,1215,UR,9
1999,0.827,1215,UR,9
2003,0.609,1215,UR,11
2007,0.934,1215,UR,9
2011,0.74,1215,UR,9
2015,0.454,1215,UR,11
1975,0.324,4208,AG,11
1979,0.375,4208,AG,11
1983,0.364,4208,AG,11
1987,0.34,4208,AG,9
1991,0.274,4208,AG,11
1995,0.284,4208,AG,11
1999,0.38,4208,AG,11
2003,0.382,4208,AG,11
2007,0.388,4208,AG,11
2011,0.411,4208,AG,11
2015,0.45,4208,AG,11
1975,0.517,2480,SO,9
1979,0.52,2480,SO,9
1983,0.523,2480,SO,9
1987,0.487,2480,SO,9
1991,0.409,2480,SO,9
1995,0.321,2480,SO,9
1999,0.34,2480,SO,9
2003,0.297,2480,SO,11
2007,0.304,2480,SO,11
2011,0.295,2480,SO,11
2015,0.326,2480,SO,11
1975,0.669,3972,GR,11
1979,0.537,3972,GR,11
1983,0.557,3972,GR,11
1987,0.473,3972,GR,11
1991,0.408,3972,GR,11
1995,0.498,3972,GR,11
1999,0.524,3972,GR,11
2003,0.483,3972,GR,11
2007,0.388,3972,GR,11
2011,0.283,3972,GR,11
2015,0.338,3972,GR,11
1975,0.419,883,BE,2
1979,0.421,883,BE,2
1983,0.394,883,BE,2
1987,0.337,883,BE,11
1991,0.32,883,BE,11
1995,0.276,883,BE,2
1999,0.343,883,BE,11
2003,0.366,883,BE,11
2007,0.402,883,BE,11
2011,0.339,883,BE,11
2015,0.427,883,BE,11
1975,0.363,2833,BL,9
1979,0.439,2833,BL,9
1983,0.419,2833,BL,9
1987,0.322,2833,BL,9
1991,0.417,2833,BL,9
1995,0.265,2833,BL,9
1999,0.301,2833,BL,9
2003,0.29,2833,BL,11
2007,0.286,2833,BL,11
2011,0.252,2833,BL,11
2015,0.267,2833,BL,11
1975,0.414,2556,SO,9
1979,0.398,2556,SO,9
1983,0.343,2556,SO,9
1987,0.359,2556,SO,9
1991,0.31,2556,SO,9
1995,0.23,2556,SO,8
1999,0.279,2556,SO,8
2003,0.283,2556,SO,11
2007,0.33,2556,SO,11
2011,0.298,2556,SO,11
2015,0.333,2556,SO,11
1975,0.564,6035,VS,8
1979,0.523,6035,VS,8
1983,0.526,6035,VS,8
1987,0.585,6035,VS,8
1991,0.568,6035,VS,8
1995,0.518,6035,VS,8
1999,0.471,6035,VS,8
2003,0.503,6035,VS,8
2007,0.476,6035,VS,8
2011,0.426,6035,VS,8
2015,0.431,6035,VS,8
1975,0.66,1102,LU,8
1979,0.633,1102,LU,8
1983,0.635,1102,LU,8
1987,0.548,1102,LU,8
1991,0.545,1102,LU,8
1995,0.444,1102,LU,8
1999,0.389,1102,LU,8
2003,0.411,1102,LU,8
2007,0.375,1102,LU,8
2011,0.335,1102,LU,8
2015,0.306,1102,LU,8
1975,0.415,2336,FR,9
1979,0.351,2336,FR,9
1983,0.35,2336,FR,9
1987,0.358,2336,FR,9
1991,0.416,2336,FR,9
1995,0.395,2336,FR,9
1999,0.461,2336,FR,9
2003,0.424,2336,FR,9
2007,0.292,2336,FR,8
2011,0.264,2336,FR,11
2015,0.331,2336,FR,11
1975,0.475,5499,VD,9
1979,0.397,5499,VD,9
1983,0.346,5499,VD,9
1987,0.331,5499,VD,9
1991,0.3,5499,VD,9
1995,0.317,5499,VD,9
1999,0.406,5499,VD,9
2003,0.547,5499,VD,9
2007,0.27,5499,VD,11
2011,0.294,5499,VD,11
2015,0.352,5499,VD,9
1975,0.426,2225,FR,2
1979,0.339,2225,FR,2
1983,0.347,2225,FR,2
1987,0.338,2225,FR,2
1991,0.292,2225,FR,8
1995,0.563,2225,FR,9
1999,0.428,2225,FR,9
2003,0.209,2225,FR,11
2007,0.359,2225,FR,11
2011,0.374,2225,FR,11
2015,0.369,2225,FR,11
1975,0.433,3274,SG,9
1979,0.554,3274,SG,9
1983,0.514,3274,SG,9
1987,0.479,3274,SG,9
1991,0.41,3274,SG,9
1995,0.27,3274,SG,9
1999,0.342,3274,SG,11
2003,0.376,3274,SG,11
2007,0.423,3274,SG,11
2011,0.385,3274,SG,11
2015,0.441,3274,SG,11
1975,0.32,4209,AG,2
1979,0.399,4209,AG,2
1983,0.373,4209,AG,2
1987,0.258,4209,AG,11
1991,0.293,4209,AG,11
1995,0.27,4209,AG,11
1999,0.419,4209,AG,11
2003,0.422,4209,AG,11
2007,0.438,4209,AG,11
2011,0.393,4209,AG,11
2015,0.441,4209,AG,11
1975,0.398,5762,VD,11
1979,0.381,5762,VD,11
1983,0.288,5762,VD,9
1987,0.392,5762,VD,9
1991,0.329,5762,VD,9
1995,0.309,5762,VD,9
1999,0.286,5762,VD,9
2003,0.512,5762,VD,11
2007,0.403,5762,VD,11
2011,0.394,5762,VD,11
2015,0.594,5762,VD,11
1975,0.424,5050,TI,8
1979,0.42,5050,TI,8
1983,0.498,5050,TI,8
1987,0.521,5050,TI,8
1991,0.357,5050,TI,8
1995,0.365,5050,TI,8
1999,0.351,5050,TI,8
2003,0.312,5050,TI,8
2007,0.335,5050,TI,8
2011,0.253,5050,TI,8
2015,0.235,5050,TI,10
1975,0.271,5799,VD,9
1979,0.375,5799,VD,9
1983,0.414,5799,VD,9
1987,0.297,5799,VD,9
1991,0.342,5799,VD,9
1995,0.281,5799,VD,9
1999,0.26,5799,VD,9
2003,0.262,5799,VD,11
2007,0.243,5799,VD,11
2011,0.243,5799,VD,11
2015,0.255,5799,VD,9
1975,0.469,5222,TI,8
1979,0.439,5222,TI,8
1983,0.429,5222,TI,8
1987,0.45,5222,TI,8
1991,0.295,5222,TI,9
1995,0.314,5222,TI,8
1999,0.323,5222,TI,8
2003,0.3,5222,TI,9
2007,0.294,5222,TI,9
2011,0.249,5222,TI,8
2015,0.201,5222,TI,8
1975,0.23,227,ZH,11
1979,0.258,227,ZH,11
1983,0.242,227,ZH,9
1987,0.244,227,ZH,9
1991,0.223,227,ZH,11
1995,0.283,227,ZH,11
1999,0.37,227,ZH,11
2003,0.39,227,ZH,11
2007,0.418,227,ZH,11
2011,0.385,227,ZH,11
2015,0.404,227,ZH,11
1975,0.505,2043,FR,8
1979,0.412,2043,FR,8
1983,0.433,2043,FR,8
1987,0.494,2043,FR,11
1991,0.391,2043,FR,8
1995,0.392,2043,FR,8
1999,0.5,2043,FR,8
2003,0.355,2043,FR,8
2007,0.29,2043,FR,8
2011,0.363,2043,FR,11
2015,0.261,2043,FR,9
1975,0.438,3275,SG,2
1979,0.41,3275,SG,2
1983,0.392,3275,SG,9
1987,0.41,3275,SG,9
1991,0.308,3275,SG,9
1995,0.302,3275,SG,2
1999,0.286,3275,SG,11
2003,0.368,3275,SG,11
2007,0.392,3275,SG,11
2011,0.339,3275,SG,11
2015,0.409,3275,SG,11
1975,0.259,5500,VD,9
1979,0.319,5500,VD,9
1983,0.339,5500,VD,9
1987,0.335,5500,VD,9
1991,0.346,5500,VD,9
1995,0.343,5500,VD,9
1999,0.318,5500,VD,9
2003,0.264,5500,VD,9
2007,0.206,5500,VD,11
2011,0.281,5500,VD,9
2015,0.405,5500,VD,9
2011,0.271,NA,NA,11
2015,0.308,NA,NA,11
1975,0.491,2953,SH,9
1979,0.456,2953,SH,11
1983,0.535,2953,SH,11
1987,0.377,2953,SH,11
1991,0.37,2953,SH,11
1995,0.334,2953,SH,2
1999,0.36,2953,SH,11
2003,0.459,2953,SH,11
2007,0.422,2953,SH,11
2011,0.423,2953,SH,11
2015,0.424,2953,SH,11
1975,0.422,6248,VS,8
1979,0.455,6248,VS,8
1983,0.494,6248,VS,8
1987,0.506,6248,VS,8
1991,0.407,6248,VS,9
1995,0.416,6248,VS,8
1999,0.371,6248,VS,8
2003,0.355,6248,VS,8
2007,0.342,6248,VS,8
2011,0.297,6248,VS,8
2015,0.298,6248,VS,8
1975,0.594,4319,AG,8
1979,0.735,4319,AG,8
1983,0.612,4319,AG,8
1987,0.435,4319,AG,8
1991,0.363,4319,AG,8
1995,0.26,4319,AG,8
1999,0.355,4319,AG,11
2003,0.459,4319,AG,11
2007,0.489,4319,AG,11
2011,0.476,4319,AG,11
2015,0.571,4319,AG,11
1975,0.648,907,BE,11
1979,0.687,907,BE,11
1983,0.617,907,BE,11
1987,0.556,907,BE,11
1991,0.574,907,BE,11
1995,0.518,907,BE,11
1999,0.48,907,BE,11
2003,0.464,907,BE,11
2007,0.501,907,BE,11
2011,0.447,907,BE,11
2015,0.495,907,BE,11
1975,0.283,5728,VD,11
1979,0.333,5728,VD,11
1983,0.282,5728,VD,9
1987,0.318,5728,VD,9
1991,0.308,5728,VD,11
1995,0.292,5728,VD,9
1999,0.302,5728,VD,9
2003,0.257,5728,VD,9
2007,0.257,5728,VD,11
2011,0.275,5728,VD,11
2015,0.401,5728,VD,9
1975,0.363,938,BE,11
1979,0.428,938,BE,11
1983,0.385,938,BE,11
1987,0.424,938,BE,11
1991,0.435,938,BE,11
1995,0.433,938,BE,11
1999,0.439,938,BE,11
2003,0.515,938,BE,11
2007,0.539,938,BE,11
2011,0.493,938,BE,11
2015,0.562,938,BE,11
1975,0.801,1216,UR,9
1979,0.475,1216,UR,7
1983,0.871,1216,UR,9
1987,0.794,1216,UR,9
1991,0.951,1216,UR,9
1995,0.866,1216,UR,9
1999,0.788,1216,UR,9
2003,0.368,1216,UR,9
2007,0.874,1216,UR,9
2011,0.81,1216,UR,9
2015,0.446,1216,UR,11
1975,0.432,3640,GR,2
1979,0.579,3640,GR,2
1983,0.481,3640,GR,2
1987,0.376,3640,GR,2
1991,0.481,3640,GR,2
1995,0.39,3640,GR,2
1999,0.408,3640,GR,2
2003,0.381,3640,GR,2
2007,0.434,3640,GR,11
2011,0.311,3640,GR,6
2015,0.358,3640,GR,11
1975,0.412,3789,GR,11
1979,0.439,3789,GR,11
1983,0.375,3789,GR,11
1987,0.371,3789,GR,11
1991,0.257,3789,GR,11
1995,0.384,3789,GR,9
1999,0.328,3789,GR,2
2003,0.311,3789,GR,9
2007,0.346,3789,GR,11
2011,0.285,3789,GR,9
2015,0.285,3789,GR,9
1975,0.52,3790,GR,9
1979,0.6,3790,GR,9
1983,0.437,3790,GR,9
1987,0.346,3790,GR,9
1991,0.244,3790,GR,9
1995,0.282,3790,GR,9
1999,0.318,3790,GR,9
2003,0.339,3790,GR,11
2007,0.36,3790,GR,11
2011,0.326,3790,GR,9
2015,0.352,3790,GR,9
1975,0.985,6009,VS,8
1979,0.832,6009,VS,8
1983,0.786,6009,VS,8
1987,0.78,6009,VS,8
1991,0.77,6009,VS,8
1995,0.729,6009,VS,8
1999,0.716,6009,VS,8
2003,0.732,6009,VS,8
2007,0.693,6009,VS,8
2011,0.522,6009,VS,8
2015,0.591,6009,VS,8
1975,0.555,4239,AG,8
1979,0.605,4239,AG,8
1983,0.609,4239,AG,8
1987,0.571,4239,AG,8
1991,0.435,4239,AG,8
1995,0.397,4239,AG,8
1999,0.374,4239,AG,8
2003,0.381,4239,AG,8
2007,0.339,4239,AG,11
2011,0.361,4239,AG,11
2015,0.41,4239,AG,11
1975,0.552,6266,VS,8
1979,0.554,6266,VS,8
1983,0.552,6266,VS,8
1987,0.584,6266,VS,8
1991,0.469,6266,VS,8
1995,0.492,6266,VS,8
1999,0.446,6266,VS,8
2003,0.384,6266,VS,8
2007,0.347,6266,VS,8
2011,0.298,6266,VS,8
2015,0.314,6266,VS,8
1975,0.343,4761,TG,8
1979,0.4,4761,TG,8
1983,0.348,4761,TG,8
1987,0.262,4761,TG,8
1991,0.27,4761,TG,8
1995,0.214,4761,TG,9
1999,0.292,4761,TG,11
2003,0.407,4761,TG,11
2007,0.433,4761,TG,11
2011,0.434,4761,TG,11
2015,0.441,4761,TG,11
1975,0.824,499,BE,11
1979,0.748,499,BE,11
1983,0.695,499,BE,11
1987,0.701,499,BE,11
1991,0.614,499,BE,11
1995,0.622,499,BE,11
1999,0.536,499,BE,11
2003,0.505,499,BE,11
